time,ref,tau,err,theta_m,dtheta_m,ddtheta_m,tau_s,tau_m
0.196,0,-0.0273429316688018,0.0273429316688018,0.0202633056058893,0.239707328780063,0.761497599681581,-0.0273429316688018,0
0.197,0,-0.027301732303834,0.027301732303834,0.0205034904680494,0.240462318206681,0.754989426618168,-0.027301732303834,0
0.198,0,-0.0273107432349227,0.0273107432349227,0.0207444286420818,0.241213325060414,0.751006853733193,-0.0273107432349227,0
0.199,0,-0.0273696933317871,0.0273696933317871,0.0209861174035453,0.241962867852335,0.749542791921325,-0.0273696933317871,0
0.2,0,-0.0274780547158991,0.0274780547158991,0.0212285565375728,0.242713445129273,0.750577276937502,-0.0274780547158991,0
0.201,0,-0.0276350453800471,0.0276350453800471,0.0214717483125085,0.243467522698302,0.754077569029121,-0.0276350453800471,0
0.202,0,-0.0278396330768638,0.0278396330768638,0.0217156974408451,0.244227521014667,0.759998316364973,-0.0278396330768638,0
0.203,0,-0.0280905404568453,0.0280905404568453,0.0219604110276585,0.244995802796108,0.768281781441365,-0.0280905404568453,0
0.204,0,-0.028386251430133,0.028386251430133,0.022205898506794,0.24577466092544,0.778858129332093,-0.028386251430133,0
0.205,0,-0.0287250187202142,0.0287250187202142,0.0224521715651264,0.24656630670178,0.791645776339333,-0.0287250187202142,0
0.206,0,-0.0291048725717551,0.0291048725717551,0.0226992440552682,0.24737285849908,0.806551797300602,-0.0291048725717551,0
0.207,0,-0.0295236305689985,0.0295236305689985,0.0229471318971654,0.248196330888595,0.823472389514689,-0.0295236305689985,0
0.208,0,-0.0299789085156141,0.0299789085156141,0.0231958529690692,0.24903862427956,0.842293390965614,-0.0299789085156141,0
0.209,0,-0.030468132321599,0.030468132321599,0.0234454269884299,0.249901515129813,0.862890850252924,-0.030468132321599,0
0.21,0,-0.030988550837778,0.030988550837778,0.0236958753833064,0.250786646775192,0.885131645378234,-0.030988550837778,0
0.211,0,-0.0315372495737203,0.0315372495737203,0.0239472211549341,0.251695520923486,0.908874148294546,-0.0315372495737203,0
0.212,0,-0.0321111652305025,0.0321111652305025,0.0241994887321367,0.25262948985538,0.933968931893846,-0.0321111652305025,0
0.213,0,-0.0327071009756517,0.0327071009756517,0.0244527038183083,0.253589749371281,0.960259515900507,-0.0327071009756517,0
0.214,0,-0.0333217423838957,0.0333217423838957,0.0247068932317311,0.254577332519221,0.987583147940617,-0.0333217423838957,0
0.215,0,-0.0339516739640527,0.0339516739640527,0.0249620847400239,0.255593104135103,1.01577161588212,-0.0339516739640527,0
0.216,0,-0.0345933961894369,0.0345933961894369,0.0252183068895488,0.25663775622249,1.0446520873863,-0.0345933961894369,0
0.217,0,-0.0352433429466538,0.0352433429466538,0.0254755888306272,0.257711804194963,1.07404797247346,-0.0352433429466538,0
0.218,0,-0.0358978993155793,0.0358978993155793,0.0257339601394375,0.258815583999755,1.10377980479154,-0.0358978993155793,0
0.219,0,-0.0365534195916589,0.0365534195916589,0.0259934506374834,0.259949250136938,1.13366613718385,-0.0365534195916589,0
